host_since,host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel,amenities_category
2015-02-11,1.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98622,23.717270000000003,Entire home/apt,4,1.0,20,124.63000000000001,3,1125,179,0,0.0,True,private,2.0,0,0,0,0,0,low
2018-05-16,22.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99564,23.72567,Entire home/apt,3,1.0,17,30.900000000000002,3,1125,315,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-01-13,1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99897,23.72506,Entire home/apt,6,3.0,18,46.35,2,15,3,2,0.08,False,private,1.0,0,0,0,0,0,low
2019-01-14,5.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.98178,23.71553,Private room,2,1.0,21,113.3,1,1125,73,0,0.0,False,private,1.0,0,0,0,0,0,low
2019-01-14,5.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98344,23.71785,Private room,2,1.0,10,107.12,1,1125,73,0,0.0,False,private,1.0,0,0,0,0,0,low
2019-01-14,5.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.98168,23.71569,Private room,2,1.0,23,157.59,1,1125,73,0,0.0,False,private,1.0,0,0,0,0,0,low
2019-01-10,16.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98088,23.72662,Private room,2,1.0,29,16.48,1,40,82,109,3.45,True,shared,3.0,0,0,0,0,0,medium
2019-01-14,5.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.9826,23.71672,Private room,4,1.0,31,200.85,1,1125,362,0,0.0,True,private,1.0,0,0,0,0,0,medium
2015-10-23,70.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9995,23.7282,Entire home/apt,2,1.0,45,23.69,2,1125,106,28,0.91,True,private,1.0,0,0,0,0,0,high
2019-01-10,16.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98088,23.72662,Private room,2,1.0,29,13.39,1,40,165,138,4.24,True,shared,3.0,0,0,0,0,0,medium
2019-01-10,16.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98088,23.72662,Private room,2,2.0,29,13.39,1,50,171,88,2.83,True,shared,2.0,0,0,0,0,0,medium
2019-01-10,16.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98088,23.72662,Private room,2,1.0,30,17.51,1,60,154,128,3.96,True,shared,3.0,0,0,0,0,0,medium
2019-01-10,16.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98088,23.72662,Private room,2,1.0,29,17.51,1,50,64,124,4.11,True,shared,3.0,0,0,0,0,0,medium
2018-08-01,6.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98577,23.74181,Entire home/apt,2,1.0,22,24.72,2,1125,45,146,4.37,True,private,1.0,0,0,0,0,0,low
2019-01-14,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.95477,23.71687,Entire home/apt,2,2.0,21,36.050000000000004,3,1125,70,8,0.53,True,private,1.0,0,0,0,0,0,low
2018-12-01,1.0,True,True,ΓΟΥΒΑ,37.95893,23.73812,Entire home/apt,4,2.0,26,26.78,2,1125,194,42,1.3,True,private,1.0,0,0,0,0,0,low
2018-12-19,18.0,True,False,ΝΙΡΒΑΝΑ,38.00823,23.72635,Entire home/apt,2,1.0,20,236.9,2,1125,133,15,0.46,True,private,1.0,0,0,0,0,0,low
2016-07-22,1.0,True,False,ΓΟΥΔΙ,37.98262,23.76239,Entire home/apt,4,4.0,27,41.2,180,365,86,16,0.5,True,private,1.0,0,0,0,0,0,medium
2019-01-15,1.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96441,23.7236,Entire home/apt,6,2.0,15,51.5,2,1125,358,0,0.0,False,private,1.0,0,0,0,0,0,low
2016-01-08,18.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96675,23.72749,Entire home/apt,4,1.0,28,84.46000000000001,1,1125,327,2,0.1,False,private,1.0,0,0,0,0,0,medium
2019-01-13,2.0,False,False,ΙΛΙΣΙΑ,37.97624,23.75243,Entire home/apt,3,1.0,20,61.800000000000004,1,1125,357,2,0.08,False,private,1.0,0,0,0,0,0,low
2019-01-15,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9837,23.73452,Entire home/apt,5,3.0,17,123.60000000000001,3,30,365,0,0.0,True,private,3.0,0,0,0,0,0,low
2019-01-16,1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95637,23.72863,Private room,2,1.0,16,72.10000000000001,1,30,269,2,0.07,False,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95736,23.72648,Entire home/apt,4,2.0,21,41.2,2,1125,34,68,2.09,True,private,1.0,0,0,0,0,0,low
2018-09-18,2.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98766,23.73627,Entire home/apt,5,4.0,38,39.14,2,90,92,22,0.67,True,private,1.0,0,0,0,0,0,high
2019-01-16,9.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978640000000006,23.73013,Entire home/apt,4,1.0,37,63.86,1,60,343,84,2.63,True,private,1.0,0,0,0,0,0,high
2019-01-14,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.95528,23.7165,Entire home/apt,2,2.0,16,36.050000000000004,3,1125,144,13,0.51,True,private,1.0,0,0,0,0,0,low
2016-06-22,3.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98984,23.730970000000003,Entire home/apt,5,4.0,36,52.53,2,15,239,1,0.04,False,private,1.0,0,0,0,0,0,high
2019-01-13,2.0,True,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00855,23.73301,Entire home/apt,3,3.0,35,28.84,1,1125,340,223,7.11,True,private,1.5,0,0,0,0,0,high
2016-01-08,18.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97351,23.72921,Entire home/apt,4,1.0,18,101.97,1,1125,354,1,0.03,True,private,1.0,0,0,0,0,0,low
2017-09-28,19.0,True,True,ΚΟΛΩΝΑΚΙ,37.97788,23.74062,Entire home/apt,6,4.0,37,134.93,1,60,208,4,0.14,True,private,2.0,0,0,0,0,0,high
2019-01-17,1.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96119,23.72495,Entire home/apt,4,2.0,37,65.92,2,1125,0,59,1.76,False,private,1.0,0,0,0,0,0,high
2017-04-19,3.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96351,23.731720000000003,Entire home/apt,6,2.0,26,46.35,6,90,41,32,1.01,False,private,1.0,0,0,0,0,0,low
2012-01-18,272.0,True,False,ΚΟΛΩΝΑΚΙ,37.98053,23.74915,Entire home/apt,4,2.0,29,58.71,1,1125,359,22,0.67,True,private,1.0,0,0,0,0,0,medium
2013-05-28,14.0,True,True,ΛΥΚΑΒΗΤΤΟΣ,37.98069,23.74566,Private room,2,1.0,12,51.5,2,1125,1,2,0.07,False,private,1.0,0,0,0,0,0,low
2019-01-18,6.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99791,23.72411,Entire home/apt,2,1.0,38,54.59,1,1125,0,0,0.0,True,private,1.0,0,0,0,0,0,high
2016-10-27,2.0,True,False,ΖΑΠΠΕΙΟ,37.96863,23.73115,Entire home/apt,4,2.0,30,107.12,1,1125,361,3,0.1,False,private,1.0,0,0,0,0,0,medium
2019-01-18,1.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.97905,23.71239,Entire home/apt,2,2.0,22,30.900000000000002,2,1125,253,42,1.41,False,private,0.0,0,0,0,0,0,low
2012-10-31,108.0,True,False,ΣΤΑΔΙΟ,37.96741,23.74434,Entire home/apt,4,1.0,14,51.5,2,1125,56,1,0.04,False,private,1.0,0,0,0,0,0,low
2019-01-19,1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.963640000000005,23.72956,Entire home/apt,2,1.0,12,51.5,1,1125,70,5,0.18,False,private,1.0,0,0,0,0,0,low
2016-03-08,1.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98456,23.74037,Entire home/apt,4,2.0,28,30.900000000000002,2,1125,155,6,0.29,True,private,1.0,0,0,0,0,0,medium
2018-05-14,7.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98423,23.73919,Entire home/apt,2,1.0,22,36.050000000000004,1,1125,198,21,0.72,False,private,1.0,0,0,0,0,0,low
2016-09-30,11.0,True,False,ΠΑΤΗΣΙΑ,38.0118,23.7326,Entire home/apt,4,1.0,12,25.75,4,1125,315,38,1.17,True,private,1.0,0,0,0,0,0,low
2019-01-20,11.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98971,23.74074,Entire home/apt,4,2.0,22,39.14,1,1125,357,13,0.39,True,private,1.0,0,0,0,0,0,low
2019-01-20,1.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99238,23.7255,Entire home/apt,2,2.0,23,25.75,3,30,47,79,2.79,True,private,1.0,0,0,0,0,0,low
2019-01-20,5.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98963,23.75828,Entire home/apt,6,3.0,24,77.25,4,35,271,8,0.24,True,private,1.0,0,0,0,0,0,low
2018-06-18,3.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.982040000000005,23.7366,Entire home/apt,2,1.0,21,30.900000000000002,3,1125,0,17,0.51,False,private,1.0,0,0,0,0,0,low
2015-07-28,7.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98718,23.73253,Entire home/apt,4,1.0,28,69.01,1,28,75,2,0.06,True,private,1.0,0,0,0,0,0,medium
2017-03-13,2.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96436,23.72347,Entire home/apt,3,2.0,28,51.5,1,30,0,48,1.6,False,private,1.0,0,0,0,0,0,medium
2012-01-18,272.0,True,False,ΚΟΛΩΝΑΚΙ,37.97912,23.73928,Entire home/apt,5,4.0,29,72.10000000000001,1,1125,335,29,0.98,True,private,1.5,0,0,0,0,0,medium
2016-11-18,4.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.985240000000005,23.724120000000003,Entire home/apt,6,5.0,35,58.71,1,1125,353,59,2.01,True,private,1.0,0,0,0,0,0,high
2019-01-13,2.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96376,23.7319,Entire home/apt,3,1.0,21,25.75,15,60,0,48,1.45,True,private,1.0,0,0,0,0,0,low
2019-01-11,1.0,False,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98538,23.71747,Entire home/apt,4,2.0,13,103.0,30,1125,358,0,0.0,True,private,1.0,0,0,0,0,0,low
2018-08-14,1.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96512,23.73019,Entire home/apt,5,4.0,9,53.56,2,1125,56,0,0.0,True,private,1.0,0,0,0,0,0,low
2018-08-14,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9808,23.72547,Entire home/apt,2,1.0,8,51.5,2,1125,334,0,0.0,True,private,1.0,0,0,0,0,0,low
2018-08-14,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97659,23.73093,Entire home/apt,4,3.0,10,61.800000000000004,2,1125,331,11,3.93,True,private,1.5,0,0,0,0,0,low
2019-01-23,2.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99398,23.72427,Private room,2,1.0,14,25.75,1,6,365,0,0.0,True,shared,1.0,0,0,0,0,0,low
2014-07-06,2.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99901,23.72556,Private room,4,3.0,15,13.39,90,1125,0,38,1.17,True,shared,1.0,0,0,0,0,0,low
2018-02-28,7.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9763,23.72981,Private room,2,1.0,21,46.35,2,1125,199,21,0.69,True,private,1.0,0,0,0,0,0,low
2018-06-04,7.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96317,23.73012,Entire home/apt,2,1.0,26,24.72,1,1125,327,101,3.25,True,private,1.0,0,0,0,0,0,low
2018-05-03,38.0,True,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00818,23.7281,Entire home/apt,2,0.0,22,36.050000000000004,5,1125,330,12,0.62,False,private,1.5,0,0,0,0,0,low
2014-08-16,53.0,True,True,ΚΟΛΩΝΑΚΙ,37.9799,23.74651,Entire home/apt,6,4.0,54,179.22,1,1125,0,42,1.39,True,private,2.0,0,0,0,0,0,high
2015-10-20,66.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97409,23.73208,Entire home/apt,4,1.0,19,92.7,2,1125,363,1,0.32,False,private,1.0,0,0,0,0,0,low
2013-03-19,1.0,False,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.99171,23.76448,Entire home/apt,4,2.0,19,46.35,240,1125,270,15,0.46,False,private,1.0,0,0,0,0,0,low
2019-01-23,2.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99397,23.72408,Private room,2,1.0,14,36.050000000000004,1,6,179,0,0.0,True,shared,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9639,23.72153,Entire home/apt,6,4.0,24,50.47,1,1125,354,113,3.48,True,private,1.0,0,0,0,0,0,low
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,12,9.0,25,144.20000000000002,2,1125,0,3,0.1,True,private,3.0,0,0,0,0,0,low
2019-01-25,1.0,False,False,ΠΑΓΚΡΑΤΙ,37.96638,23.74652,Entire home/apt,5,1.0,21,30.900000000000002,1,1125,177,20,0.61,False,private,1.0,0,0,0,0,0,low
2019-01-25,1.0,True,True,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00406,23.7324,Entire home/apt,2,1.0,26,21.63,7,1125,361,32,1.0,False,private,1.0,0,0,0,0,0,low
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,12,9.0,23,144.20000000000002,2,1125,0,10,0.35,True,private,3.0,0,0,0,0,0,low
2019-01-14,3.0,True,False,ΠΕΤΡΑΛΩΝΑ,37.96997,23.70759,Entire home/apt,2,1.0,34,47.38,2,365,25,91,2.77,True,private,1.0,0,0,0,0,0,high
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,6,4.0,25,103.0,2,1125,77,1,0.51,True,private,2.0,0,0,0,0,0,low
2019-01-25,1.0,False,True,ΠΑΓΚΡΑΤΙ,37.96657,23.75417,Entire home/apt,4,3.0,24,63.86,2,1125,60,17,0.55,True,private,1.0,0,0,0,0,0,low
2015-10-20,66.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97409,23.73208,Entire home/apt,10,5.0,19,142.14000000000001,2,1125,310,49,1.59,False,private,3.0,0,0,0,0,0,low
2019-01-25,1.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99467,23.7245,Entire home/apt,4,2.0,35,45.32,2,1125,36,7,1.47,True,private,1.0,0,0,0,0,0,high
2018-10-11,31.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96455,23.72731,Entire home/apt,5,2.0,44,86.52,1,1125,315,2,0.06,True,private,1.0,0,0,0,0,0,high
2019-01-06,1.0,False,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99482,23.73185,Entire home/apt,4,2.0,17,41.2,2,60,92,31,1.0,False,private,1.0,0,0,0,0,0,low
2018-10-08,2.0,False,False,ΚΕΡΑΜΕΙΚΟΣ,37.98041,23.71207,Entire home/apt,4,4.0,15,49.44,2,45,270,0,0.0,True,private,2.0,0,0,0,0,0,low
2013-09-03,5.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97933,23.725620000000003,Entire home/apt,2,1.0,17,39.14,1,1125,323,162,4.98,True,private,1.0,0,0,0,0,0,low
2019-01-26,2.0,False,True,ΙΛΙΣΙΑ,37.97608,23.75357,Entire home/apt,3,2.0,32,73.13,2,62,82,18,0.59,False,private,1.0,0,0,0,0,0,medium
2010-05-26,10.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96041,23.72829,Entire home/apt,2,1.0,18,49.44,2,30,312,15,0.5,True,private,1.0,0,0,0,0,0,low
2010-05-26,10.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96869,23.73062,Entire home/apt,4,2.0,17,101.97,2,1125,204,0,0.0,True,private,1.0,0,0,0,0,0,low
2014-07-06,2.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99906,23.725720000000003,Private room,2,2.0,15,13.39,90,1125,116,46,1.41,True,shared,1.0,0,0,0,0,0,low
2016-07-20,2.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96193,23.720370000000003,Entire home/apt,4,3.0,38,45.32,2,34,345,69,2.11,True,private,1.0,0,0,0,0,0,high
2019-01-27,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97677,23.72476,Entire home/apt,6,2.0,48,74.16,1,1125,303,9,0.41,True,private,1.0,0,0,0,0,0,high
2018-02-28,7.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9763,23.72981,Entire home/apt,2,1.0,26,45.32,2,1125,78,35,1.16,True,private,1.0,0,0,0,0,0,low
2018-02-14,32.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96356,23.72038,Entire home/apt,4,1.0,23,46.35,1,1125,60,52,1.61,True,private,1.0,0,0,0,0,0,low
2019-01-27,1.0,False,False,ΣΤΑΔΙΟ,37.96573,23.74181,Entire home/apt,3,3.0,34,22.66,1,1125,0,45,1.63,False,private,1.0,0,0,0,0,0,high
2017-10-02,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97469,23.73293,Entire home/apt,2,1.0,46,41.2,3,1125,166,69,2.38,False,private,1.0,0,0,0,0,0,high
2019-01-28,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96403,23.72255,Entire home/apt,6,3.0,27,32.96,2,1125,333,33,1.01,True,private,1.0,0,0,0,0,0,medium
2017-06-17,57.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96557,23.73148,Entire home/apt,4,1.0,22,38.11,1,1125,360,12,0.36,True,private,1.0,0,0,0,0,0,low
2016-01-11,1.0,False,False,ΓΚΥΖΗ,37.98986,23.74941,Entire home/apt,3,2.0,22,24.72,3,1125,10,6,0.19,True,private,1.0,0,0,0,0,0,low
2019-01-27,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97687,23.74008,Entire home/apt,6,3.0,12,92.7,1,360,178,1,0.03,True,private,3.0,0,0,0,0,0,low
2014-06-13,2.0,True,True,ΓΚΑΖΙ,37.97656,23.7088,Entire home/apt,2,1.0,30,37.08,1,1125,340,142,4.7,False,private,1.0,0,0,0,0,0,medium
2017-06-23,18.0,True,False,ΑΝΩ ΠΑΤΗΣΙΑ,38.01725,23.74465,Entire home/apt,2,1.0,25,27.810000000000002,3,1125,360,67,2.01,True,private,1.0,0,0,0,0,0,low
2017-10-07,13.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96241,23.72072,Entire home/apt,4,2.0,25,50.47,2,14,158,70,2.39,True,private,1.0,0,0,0,0,0,low
2018-09-16,7.0,True,True,ΓΚΥΖΗ,37.99177,23.75035,Entire home/apt,4,2.0,32,33.99,2,1125,352,13,0.39,True,private,1.0,0,0,0,0,0,medium
2016-07-31,3.0,True,True,ΑΚΡΟΠΟΛΗ,37.96362,23.71774,Entire home/apt,4,1.0,46,60.77,1,28,147,67,2.22,True,private,2.0,0,0,0,0,0,high
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,6,4.0,24,87.55,2,1125,77,5,0.18,True,private,2.5,0,0,0,0,0,low
2017-06-17,57.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97873,23.73245,Entire home/apt,2,1.0,20,49.44,1,1125,343,41,1.33,True,private,1.0,0,0,0,0,0,low
2017-06-17,57.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97872,23.73071,Entire home/apt,2,1.0,20,49.44,1,1125,361,28,0.93,True,private,1.0,0,0,0,0,0,low
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,12,9.0,24,185.4,2,1125,77,3,0.11,True,private,3.0,0,0,0,0,0,low
2016-06-13,128.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98901,23.73004,Entire home/apt,12,9.0,26,185.4,2,1125,77,3,0.11,True,private,3.0,0,0,0,0,0,low
2015-06-21,18.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97821,23.72648,Entire home/apt,4,2.0,31,54.59,1,1125,353,120,3.65,True,private,1.5,0,0,0,0,0,medium
2015-06-21,18.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97675,23.72465,Entire home/apt,4,1.0,33,59.74,1,1125,355,120,3.77,True,private,1.0,0,0,0,0,0,medium
2019-01-30,1.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98915,23.74172,Entire home/apt,2,1.0,22,25.75,1,1125,214,8,0.27,True,private,1.0,0,0,0,0,0,low
2018-05-23,9.0,True,True,ΚΟΛΩΝΑΚΙ,37.97789,23.743877,Entire home/apt,5,1.0,31,54.59,2,1125,346,4,0.17,True,private,1.0,0,0,0,0,0,medium
2018-06-04,5.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.99225,23.76692,Entire home/apt,4,3.0,41,32.96,2,1125,117,26,1.13,True,private,1.0,0,0,0,0,0,high
2018-07-21,12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98363,23.72806,Entire home/apt,2,1.0,23,52.53,1,40,355,86,2.66,True,private,1.0,0,0,0,0,0,low
2018-07-21,12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98152,23.72783,Entire home/apt,2,1.0,22,49.44,1,40,341,71,2.26,True,private,1.0,0,0,0,0,0,low
2018-07-21,12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98353,23.72843,Entire home/apt,2,1.0,21,41.2,1,1125,341,48,1.45,True,private,1.0,0,0,0,0,0,low
2012-04-07,55.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96551,23.73144,Entire home/apt,6,4.0,11,111.24000000000001,1,3,365,0,0.0,False,private,1.0,0,0,0,0,0,low
2012-04-07,55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96807,23.73071,Entire home/apt,6,3.0,11,125.66,1,3,365,0,0.0,False,private,1.0,0,0,0,0,0,low
2012-04-07,55.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96314,23.72945,Entire home/apt,6,3.0,11,237.93,1,70,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-01-31,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9805,23.72494,Entire home/apt,4,1.0,52,67.98,2,1125,69,117,3.82,True,private,1.5,0,0,0,0,0,high
2012-04-07,55.0,True,False,ΙΛΙΣΙΑ,37.97425,23.74719,Entire home/apt,9,5.0,12,128.75,2,4,348,0,0.0,False,private,1.5,0,0,0,0,0,low
2019-01-31,1.0,False,False,ΚΥΨΕΛΗ,38.0031,23.73992,Entire home/apt,5,2.0,31,41.2,2,1125,364,2,0.08,True,private,1.0,0,0,0,0,0,medium
2019-01-31,3.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99363,23.72683,Entire home/apt,6,3.0,37,61.800000000000004,7,1125,239,75,2.42,False,private,2.0,0,0,0,0,0,high
2018-08-30,11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.983540000000005,23.72969,Entire home/apt,4,2.0,32,50.47,1,1125,360,96,2.91,True,private,1.0,0,0,0,0,0,medium
2018-08-30,11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98205,23.72973,Entire home/apt,4,2.0,37,49.44,1,1125,363,85,2.58,True,private,1.0,0,0,0,0,0,high
2017-05-25,5.0,True,False,ΓΟΥΔΙ,37.98048,23.7566,Entire home/apt,4,1.0,25,26.78,8,1125,0,63,1.91,False,private,1.0,0,0,0,0,0,low
